2024/07/08 07:08:41 [warn] 8#8: *1 [lua] cache.lua:56: cacheGet(): failed to get key: block:172.18.0.1 nil, client: 172.18.0.1, server: , request: "GET / HTTP/1.1", host: "localhost"
2024/07/08 07:08:41 [warn] 8#8: *2 [lua] cache.lua:56: cacheGet(): failed to get key: block:172.18.0.1 nil, client: 172.18.0.1, server: , request: "GET /1.php?cmd%3Dhello HTTP/1.1", host: "localhost"
2024/07/08 07:08:41 [warn] 8#8: *3 [lua] cache.lua:56: cacheGet(): failed to get key: block:172.18.0.1 nil, client: 172.18.0.1, server: , request: "GET /1.php?username%3Djohndoe HTTP/1.1", host: "localhost"
2024/07/08 07:08:41 [warn] 8#8: *4 [lua] cache.lua:56: cacheGet(): failed to get key: block:172.18.0.1 nil, client: 172.18.0.1, server: , request: "GET /1.php?action%3Dview%26item%3D123 HTTP/1.1", host: "localhost"
2024/07/08 07:08:41 [warn] 8#8: *5 [lua] cache.lua:56: cacheGet(): failed to get key: block:172.18.0.1 nil, client: 172.18.0.1, server: , request: "GET /1.php?search%3Dlua%2Bpatterns HTTP/1.1", host: "localhost"
2024/07/08 07:08:41 [warn] 8#8: *6 [lua] cache.lua:56: cacheGet(): failed to get key: block:172.18.0.1 nil, client: 172.18.0.1, server: , request: "GET /1.php?order%3Did%26sort%3Dasc HTTP/1.1", host: "localhost"
2024/07/08 07:08:41 [warn] 8#8: *7 [lua] cache.lua:56: cacheGet(): failed to get key: block:172.18.0.1 nil, client: 172.18.0.1, server: , request: "GET /1.php?category%3Dbooks%26author%3DJohn%2BDoe HTTP/1.1", host: "localhost"
2024/07/08 07:08:41 [warn] 8#8: *8 [lua] cache.lua:56: cacheGet(): failed to get key: block:172.18.0.1 nil, client: 172.18.0.1, server: , request: "GET /1.php?page%3Dcontact HTTP/1.1", host: "localhost"
2024/07/08 07:08:41 [warn] 8#8: *9 [lua] cache.lua:56: cacheGet(): failed to get key: block:172.18.0.1 nil, client: 172.18.0.1, server: , request: "GET /1.php?submit%3Dtrue HTTP/1.1", host: "localhost"
2024/07/08 07:08:41 [warn] 8#8: *10 [lua] cache.lua:56: cacheGet(): failed to get key: block:172.18.0.1 nil, client: 172.18.0.1, server: , request: "GET /1.php?feedback%3DI%2Blove%2Byour%2Bsite%21 HTTP/1.1", host: "localhost"
2024/07/08 07:08:41 [warn] 8#8: *11 [lua] cache.lua:56: cacheGet(): failed to get key: block:172.18.0.1 nil, client: 172.18.0.1, server: , request: "GET /1.php?product_id%3D456%26quantity%3D2 HTTP/1.1", host: "localhost"
2024/07/08 07:08:41 [warn] 8#8: *12 [lua] cache.lua:56: cacheGet(): failed to get key: block:172.18.0.1 nil, client: 172.18.0.1, server: , request: "GET /1.php?article_id%3D789%26comment_id%3D123 HTTP/1.1", host: "localhost"
2024/07/08 07:08:41 [warn] 8#8: *13 [lua] cache.lua:56: cacheGet(): failed to get key: block:172.18.0.1 nil, client: 172.18.0.1, server: , request: "GET /1.php?session_id%3Dabcdef123456 HTTP/1.1", host: "localhost"
2024/07/08 07:08:41 [warn] 8#8: *14 [lua] cache.lua:56: cacheGet(): failed to get key: block:172.18.0.1 nil, client: 172.18.0.1, server: , request: "GET /1.php?color%3Dblue%26size%3Dmedium HTTP/1.1", host: "localhost"
2024/07/08 07:08:41 [warn] 8#8: *15 [lua] cache.lua:56: cacheGet(): failed to get key: block:172.18.0.1 nil, client: 172.18.0.1, server: , request: "GET /1.php?token%3Dxyz789 HTTP/1.1", host: "localhost"
2024/07/08 07:08:41 [warn] 8#8: *16 [lua] cache.lua:56: cacheGet(): failed to get key: block:172.18.0.1 nil, client: 172.18.0.1, server: , request: "GET /1.php?referrer%3Dhttps%3A%2F%2Fexample.com HTTP/1.1", host: "localhost"
2024/07/08 07:08:41 [warn] 8#8: *17 [lua] cache.lua:56: cacheGet(): failed to get key: block:172.18.0.1 nil, client: 172.18.0.1, server: , request: "GET /1.php?mode%3Dedit%26post_id%3D101 HTTP/1.1", host: "localhost"
2024/07/08 07:08:41 [warn] 8#8: *18 [lua] cache.lua:56: cacheGet(): failed to get key: block:172.18.0.1 nil, client: 172.18.0.1, server: , request: "GET /1.php?newsletter_signup%3Dtrue HTTP/1.1", host: "localhost"
2024/07/08 07:08:41 [warn] 8#8: *19 [lua] cache.lua:56: cacheGet(): failed to get key: block:172.18.0.1 nil, client: 172.18.0.1, server: , request: "GET /1.php?email%3Djohndoe%40example.com HTTP/1.1", host: "localhost"
2024/07/08 07:08:41 [warn] 8#8: *20 [lua] cache.lua:56: cacheGet(): failed to get key: block:172.18.0.1 nil, client: 172.18.0.1, server: , request: "GET /1.php?download%3Dfile.zip HTTP/1.1", host: "localhost"
2024/07/08 07:08:41 [info] 8#8: *20 [lua] waf.lua:209: attack(): Attack detected: Backup File - Common Backup File Extensions => \.(bak[0-9]*|backup[0-9]*|old[0-9]*|orig|copy|save|tmp|temp|swp|tar|gz|zip|rar|7z|tgz|sql|db|sqlite|log|1), client: 172.18.0.1, server: , request: "GET /1.php?download%3Dfile.zip HTTP/1.1", host: "localhost"
2024/07/08 07:08:41 [warn] 8#8: *20 [lua] cache.lua:56: cacheGet(): failed to get key: attackCount:172.18.0.1 nil, client: 172.18.0.1, server: , request: "GET /1.php?download%3Dfile.zip HTTP/1.1", host: "localhost"
2024/07/08 07:08:41 [info] 8#8: *20 [lua] waf.lua:114: inAttack(): 172.18.0.1 attackCount: 0, client: 172.18.0.1, server: , request: "GET /1.php?download%3Dfile.zip HTTP/1.1", host: "localhost"
2024/07/08 07:08:41 [warn] 8#8: *20 [lua] cache.lua:56: cacheGet(): failed to get key: possibly:172.18.0.1 nil, client: 172.18.0.1, server: , request: "GET /1.php?download%3Dfile.zip HTTP/1.1", host: "localhost"
2024/07/08 07:08:41 [info] 8#8: *20 [lua] waf.lua:124: inAttack(): 172.18.0.1 possibly: 9, client: 172.18.0.1, server: , request: "GET /1.php?download%3Dfile.zip HTTP/1.1", host: "localhost"
2024/07/08 07:08:41 [warn] 8#8: *20 [lua] cache.lua:56: cacheGet(): failed to get key: attack:172.18.0.1 nil, client: 172.18.0.1, server: , request: "GET /1.php?download%3Dfile.zip HTTP/1.1", host: "localhost"
2024/07/08 07:08:41 [info] 8#8: *20 [lua] waf.lua:133: inAttack(): 172.18.0.1 attack: 1, client: 172.18.0.1, server: , request: "GET /1.php?download%3Dfile.zip HTTP/1.1", host: "localhost"
2024/07/08 07:08:41 [warn] 8#8: *21 [lua] cache.lua:56: cacheGet(): failed to get key: block:172.18.0.1 nil, client: 172.18.0.1, server: , request: "GET /1.php?preview%3Dtrue HTTP/1.1", host: "localhost"
2024/07/08 07:08:41 [warn] 8#8: *22 [lua] cache.lua:56: cacheGet(): failed to get key: block:172.18.0.1 nil, client: 172.18.0.1, server: , request: "GET /1.php?callback%3DhandleResponse HTTP/1.1", host: "localhost"
2024/07/08 07:08:41 [warn] 8#8: *23 [lua] cache.lua:56: cacheGet(): failed to get key: block:172.18.0.1 nil, client: 172.18.0.1, server: , request: "GET /1.php?debug%3Doff HTTP/1.1", host: "localhost"
